ID,collected?,mainCategory,subCategory,name,type,team,requirementText,rewardText,unobtainable?,paid?,altRequirementText,season,internalSort
3334,FALSE,Weapon Attachments,M277 Attachments,RO-M 1.75x,Scopes,,M277 Mastery 3,,,,,0,120
3335,FALSE,Weapon Attachments,M277 Attachments,"13"" Prototype",Barrels,,M277 Mastery 3,,,,,0,120
3336,FALSE,Weapon Attachments,M277 Attachments,Classic Grip Pod,Underbarrels,,M277 Mastery 31,,,,,0,120
3337,FALSE,Weapon Attachments,M277 Attachments,Frangible,Ammunition,,M277 Mastery 31,,,,,0,120
3338,FALSE,Weapon Attachments,M277 Attachments,RO-S 1.25x,Scopes,,M277 Mastery 32,,,,,0,120
3339,FALSE,Weapon Attachments,M277 Attachments,25RND Fast Mag,Magazines,,M277 Mastery 32,,,,,0,120
3340,FALSE,Weapon Attachments,M277 Attachments,120 MW Blue,Top Accessories,,M277 Mastery 33,,,,,0,120
3341,FALSE,Weapon Attachments,M277 Attachments,Bipod,Underbarrels,,M277 Mastery 33,,,,,0,120
3342,FALSE,Weapon Attachments,M277 Attachments,LDS 4.50x,Scopes,,M277 Mastery 34,,,,,0,120
3343,FALSE,Weapon Attachments,M277 Attachments,Standard Suppressor,Muzzles,,M277 Mastery 34,,,,,0,120
3344,FALSE,Weapon Attachments,M277 Attachments,"13"" Fluted",Barrels,,M277 Mastery 35,,,,,0,120
3345,FALSE,Weapon Attachments,M277 Attachments,Classic Vertical,Underbarrels,,M277 Mastery 35,,,,,0,120
3346,FALSE,Weapon Attachments,M277 Attachments,PAS-35 3.00x,Scopes,,M277 Mastery 36,,,,,0,120
3347,FALSE,Weapon Attachments,M277 Attachments,Long Suppressor,Muzzles,,M277 Mastery 37,,,,,0,120
3348,FALSE,Weapon Attachments,M277 Attachments,Stippled Stubby,Underbarrels,,M277 Mastery 37,,,,,0,120
3349,FALSE,Weapon Attachments,M277 Attachments,CQ RDS 1.25x,Scopes,,M277 Mastery 38,,,,,0,120
3350,FALSE,Weapon Attachments,M277 Attachments,30RND Magazine,Magazines,,M277 Mastery 38,,,,,0,120
3351,FALSE,Weapon Attachments,M277 Attachments,CQB Suppressor,Muzzles,,M277 Mastery 39,,,,,0,120
3352,FALSE,Weapon Attachments,M277 Attachments,Low-Profile Stubby,Underbarrels,,M277 Mastery 39,,,,,0,120
3353,FALSE,Weapon Attachments,M277 Attachments,PVQ-31 4.00x,Scopes,,M277 Mastery 4,,,,,0,120
3354,FALSE,Weapon Attachments,M277 Attachments,Improved Mag Catch,Ergonomics,,M277 Mastery 4,,,,,0,120
3355,FALSE,Weapon Attachments,M277 Attachments,SF-G2 5.00x,Scopes,,M277 Mastery 40,,,,,0,120
3356,FALSE,Weapon Attachments,M277 Attachments,5 MW Red,Top Accessories,,M277 Mastery 5,,,,,0,120
3357,FALSE,Weapon Attachments,M277 Attachments,Alloy Vertical,Underbarrels,,M277 Mastery 5,,,,,0,120
3358,FALSE,Weapon Attachments,M277 Attachments,A-P2 1.75x,Scopes,,M277 Mastery 6,,,,,0,120
3359,FALSE,Weapon Attachments,M277 Attachments,15RND Magazine,Magazines,,M277 Mastery 6,,,,,0,120
3360,FALSE,Weapon Attachments,M277 Attachments,"16"" Custom",Barrels,,M277 Mastery 7,,,,,0,120
3361,FALSE,Weapon Attachments,M277 Attachments,2PRO 1.25x,Scopes,,M277 Mastery 8,,,,,0,120
3362,FALSE,Weapon Attachments,M277 Attachments,Flashlight,Right Accessories,,M277 Mastery 8,,,,,0,120
3363,FALSE,Weapon Attachments,M277 Attachments,CCO 2.00x,Scopes,,M277 Mastery 9,,,,,0,120
3364,FALSE,Weapon Attachments,M277 Attachments,Ribbed Vertical,Underbarrels,,M277 Mastery 9,,,,,0,120
3365,FALSE,Weapon Packages,M277 Packages,Factory,Carbine,,Rank 11,,,,,0,2
3366,FALSE,Weapon Packages,M277 Packages,Legacy Strike,Carbine,,Lead the Way (Store),,,x,,1,2
3367,FALSE,Weapon Packages,M277 Packages,Warfighter,Carbine,,M277 Mastery 10,,,,,0,2
3368,FALSE,Weapon Packages,M277 Packages,Unstoppable Force,Carbine,,M277 Mastery 50,,,,,0,2
3369,FALSE,Weapon Packages,M277 Packages,Carrion,Carbine,,Season 1 Battle Pass Deniable Ops Tier 1,,,x,,1,2
3370,FALSE,Weapon Packages,M277 Packages,Vanish Point,Carbine,,Season 1 Starter pack (Store),,,x,,1,2
3371,FALSE,Weapon Attachments,M39 EMR Attachments,SU-230 LPVO,Scopes,,Challenge SEASON 1 HARDWARE 1,,,,,1,380
3372,FALSE,Weapon Attachments,M39 EMR Attachments,Iron Sights,Scopes,,Rank 4,,,,,0,380
3373,FALSE,Weapon Attachments,M39 EMR Attachments,PVQ-31 4.00x,Scopes,,Rank 4,,,,,0,380
3374,FALSE,Weapon Attachments,M39 EMR Attachments,Flash Hider,Muzzles,,Rank 4,,,,,0,380
3375,FALSE,Weapon Attachments,M39 EMR Attachments,"18"" EBR",Barrels,,Rank 4,,,,,0,380
3376,FALSE,Weapon Attachments,M39 EMR Attachments,"22"" Factory",Barrels,,Rank 4,,,,,0,380
3377,FALSE,Weapon Attachments,M39 EMR Attachments,20RND Magazine,Magazines,,Rank 4,,,,,0,380
3378,FALSE,Weapon Attachments,M39 EMR Attachments,20RND Fast Mag,Magazines,,Rank 4,,,,,0,380
3379,FALSE,Weapon Attachments,M39 EMR Attachments,FMJ,Ammunition,,Rank 4,,,,,0,380
3380,FALSE,Weapon Attachments,M39 EMR Attachments,R4T 2.00x,Scopes,,M39 EMR Mastery 1,,,,,0,380
3381,FALSE,Weapon Attachments,M39 EMR Attachments,Folding Vertical,Underbarrels,,M39 EMR Mastery 1,,,,,0,380
3382,FALSE,Weapon Attachments,M39 EMR Attachments,Mini Flex 1.00x,Scopes,,M39 EMR Mastery 10,,,,,0,380
3383,FALSE,Weapon Attachments,M39 EMR Attachments,Tungsten Core,Ammunition,,M39 EMR Mastery 10,,,,,0,380
3384,FALSE,Weapon Attachments,M39 EMR Attachments,2PRO 1.25x,Scopes,,M39 EMR Mastery 11,,,,,0,380
3385,FALSE,Weapon Attachments,M39 EMR Attachments,PTT Grip Pod,Underbarrels,,M39 EMR Mastery 11,,,,,0,380
3386,FALSE,Weapon Attachments,M39 EMR Attachments,BF-2M 2.50x,Scopes,,M39 EMR Mastery 12,,,,,0,380
3387,FALSE,Weapon Attachments,M39 EMR Attachments,15RND Magazine,Magazines,,M39 EMR Mastery 12,,,,,0,380
3388,FALSE,Weapon Attachments,M39 EMR Attachments,SU-231 1.50x,Scopes,,M39 EMR Mastery 13,,,,,0,380
3389,FALSE,Weapon Attachments,M39 EMR Attachments,5 MW Green,Right Accessories,,M39 EMR Mastery 13,,,,,0,380
3390,FALSE,Weapon Attachments,M39 EMR Attachments,SDO 3.50x,Scopes,,M39 EMR Mastery 14,,,,,0,380
3391,FALSE,Weapon Attachments,M39 EMR Attachments,Canted Reflex,Optic Accessories,,M39 EMR Mastery 14,,,,,0,380
3392,FALSE,Weapon Attachments,M39 EMR Attachments,LDS 4.50x,Scopes,,M39 EMR Mastery 15,,,,,0,380
3393,FALSE,Weapon Attachments,M39 EMR Attachments,6H64 Vertical,Underbarrels,,M39 EMR Mastery 15,,,,,0,380
3394,FALSE,Weapon Attachments,M39 EMR Attachments,MC-CO LPVO,Scopes,,M39 EMR Mastery 16,,,,,0,380
3395,FALSE,Weapon Attachments,M39 EMR Attachments,1P87 1.50x,Scopes,,M39 EMR Mastery 17,,,,,0,380
3396,FALSE,Weapon Attachments,M39 EMR Attachments,Bipod,Underbarrels,,M39 EMR Mastery 17,,,,,0,380
3397,FALSE,Weapon Attachments,M39 EMR Attachments,SSDS 6.00x,Scopes,,M39 EMR Mastery 18,,,,,0,380
3398,FALSE,Weapon Attachments,M39 EMR Attachments,50 MW Green,Right Accessories,,M39 EMR Mastery 18,,,,,0,380
3399,FALSE,Weapon Attachments,M39 EMR Attachments,R-MR 1.00x,Scopes,,M39 EMR Mastery 19,,,,,0,380
3400,FALSE,Weapon Attachments,M39 EMR Attachments,CQB Suppressor,Muzzles,,M39 EMR Mastery 19,,,,,0,380
3401,FALSE,Weapon Attachments,M39 EMR Attachments,Improved Mag Catch,Ergonomics,,M39 EMR Mastery 19,,,,,0,380
3402,FALSE,Weapon Attachments,M39 EMR Attachments,5 MW Red,Right Accessories,,M39 EMR Mastery 2,,,,,0,380
3403,FALSE,Weapon Attachments,M39 EMR Attachments,Flashlight,Left Accessories,,M39 EMR Mastery 2,,,,,0,380
3404,FALSE,Weapon Attachments,M39 EMR Attachments,"16"" Short",Barrels,,M39 EMR Mastery 20,,,,,0,380
3405,FALSE,Weapon Attachments,M39 EMR Attachments,Frangible,Ammunition,,M39 EMR Mastery 20,,,,,0,380
3406,FALSE,Weapon Attachments,M39 EMR Attachments,SF-G2 5.00x,Scopes,,M39 EMR Mastery 21,,,,,0,380
3407,FALSE,Weapon Attachments,M39 EMR Attachments,Classic Vertical,Underbarrels,,M39 EMR Mastery 21,,,,,0,380
3408,FALSE,Weapon Attachments,M39 EMR Attachments,RO-M 1.75x,Scopes,,M39 EMR Mastery 22,,,,,0,380
3409,FALSE,Weapon Attachments,M39 EMR Attachments,LERT 8.00x,Scopes,,M39 EMR Mastery 23,,,,,0,380
3410,FALSE,Weapon Attachments,M39 EMR Attachments,Folding Stubby,Underbarrels,,M39 EMR Mastery 23,,,,,0,380
3411,FALSE,Weapon Attachments,M39 EMR Attachments,50 MW Blue,Right Accessories,,M39 EMR Mastery 24,,,,,0,380
3412,FALSE,Weapon Attachments,M39 EMR Attachments,Double-Port Brake,Muzzles,,M39 EMR Mastery 24,,,,,0,380
3413,FALSE,Weapon Attachments,M39 EMR Attachments,Grim 1.50x,Scopes,,M39 EMR Mastery 25,,,,,0,380
3414,FALSE,Weapon Attachments,M39 EMR Attachments,Ribbed Stubby,Underbarrels,,M39 EMR Mastery 25,,,,,0,380
3415,FALSE,Weapon Attachments,M39 EMR Attachments,CQ RDS 1.25x,Scopes,,M39 EMR Mastery 26,,,,,0,380
3416,FALSE,Weapon Attachments,M39 EMR Attachments,ST Prisim 5.00x,Scopes,,M39 EMR Mastery 26,,,,,0,380
3417,FALSE,Weapon Attachments,M39 EMR Attachments,Range Finder,Left Accessories,,M39 EMR Mastery 26,,,,,0,380
3418,FALSE,Weapon Attachments,M39 EMR Attachments,Canted Stubby,Underbarrels,,M39 EMR Mastery 27,,,,,0,380
3419,FALSE,Weapon Attachments,M39 EMR Attachments,Long Suppressor,Muzzles,,M39 EMR Mastery 28,,,,,0,380
3420,FALSE,Weapon Attachments,M39 EMR Attachments,Match Grade,Ammunition,,M39 EMR Mastery 28,,,,,0,380
3421,FALSE,Weapon Attachments,M39 EMR Attachments,120 MW Blue,Right Accessories,,M39 EMR Mastery 29,,,,,0,380
3422,FALSE,Weapon Attachments,M39 EMR Attachments,Stippled Stubby,Underbarrels,,M39 EMR Mastery 29,,,,,0,380
3423,FALSE,Weapon Attachments,M39 EMR Attachments,CCO 2.00x,Scopes,,M39 EMR Mastery 3,,,,,0,380
3424,FALSE,Weapon Attachments,M39 EMR Attachments,Alloy Vertical,Underbarrels,,M39 EMR Mastery 3,,,,,0,380
3425,FALSE,Weapon Attachments,M39 EMR Attachments,1P88 Variable,Scopes,,M39 EMR Mastery 30,,,,,0,380
3426,FALSE,Weapon Attachments,M39 EMR Attachments,Polymer Case,Ammunition,,M39 EMR Mastery 30,,,,,0,380
3427,FALSE,Weapon Attachments,M39 EMR Attachments,DVO LPVO,Scopes,,M39 EMR Mastery 31,,,,,0,380
3428,FALSE,Weapon Attachments,M39 EMR Attachments,A-P2 1.75x,Scopes,,M39 EMR Mastery 32,,,,,0,380
3429,FALSE,Weapon Attachments,M39 EMR Attachments,Low-Profile Stubby,Underbarrels,,M39 EMR Mastery 32,,,,,0,380
3430,FALSE,Weapon Attachments,M39 EMR Attachments,ROX 1.50x,Scopes,,M39 EMR Mastery 33,,,,,0,380
3431,FALSE,Weapon Attachments,M39 EMR Attachments,QD Grip Pod,Underbarrels,,M39 EMR Mastery 33,,,,,0,380
3432,FALSE,Weapon Attachments,M39 EMR Attachments,Adjustable Angled,Underbarrels,,M39 EMR Mastery 33,,,,,0,380
3433,FALSE,Weapon Attachments,M39 EMR Attachments,3VZR 1.75x,Scopes,,M39 EMR Mastery 34,,,,,0,380
3434,FALSE,Weapon Attachments,M39 EMR Attachments,SM Rifle Variable,Scopes,,M39 EMR Mastery 35,,,,,0,380
3435,FALSE,Weapon Attachments,M39 EMR Attachments,Classic Grip Pod,Underbarrels,,M39 EMR Mastery 35,,,,,0,380
3436,FALSE,Weapon Attachments,M39 EMR Attachments,NFX 8.00x,Scopes,,M39 EMR Mastery 36,,,,,0,380
3437,FALSE,Weapon Attachments,M39 EMR Attachments,RO-S 1.25x,Scopes,,M39 EMR Mastery 37,,,,,0,380
3438,FALSE,Weapon Attachments,M39 EMR Attachments,Full Angled,Underbarrels,,M39 EMR Mastery 37,,,,,0,380
3439,FALSE,Weapon Attachments,M39 EMR Attachments,25RND Magazine,Magazines,,M39 EMR Mastery 37,,,,,0,380
3440,FALSE,Weapon Attachments,M39 EMR Attachments,TS-HD 6.00x,Scopes,,M39 EMR Mastery 38,,,,,0,380
3441,FALSE,Weapon Attachments,M39 EMR Attachments,Compensated Brake,Muzzles,,M39 EMR Mastery 38,,,,,0,380
3442,FALSE,Weapon Attachments,M39 EMR Attachments,R-VPS 10.00x,Scopes,,M39 EMR Mastery 39,,,,,0,380
3443,FALSE,Weapon Attachments,M39 EMR Attachments,Slim Angled,Underbarrels,,M39 EMR Mastery 39,,,,,0,380
3444,FALSE,Weapon Attachments,M39 EMR Attachments,OSA-7 1.00x,Scopes,,M39 EMR Mastery 4,,,,,0,380
3445,FALSE,Weapon Attachments,M39 EMR Attachments,Piggyback Reflex,Optic Accessories,,M39 EMR Mastery 4,,,,,0,380
3446,FALSE,Weapon Attachments,M39 EMR Attachments,Single-Port Brake,Muzzles,,M39 EMR Mastery 4,,,,,0,380
3447,FALSE,Weapon Attachments,M39 EMR Attachments,PAS-35 3.00x,Scopes,,M39 EMR Mastery 40,,,,,0,380
3448,FALSE,Weapon Attachments,M39 EMR Attachments,Hollow Point,Ammunition,,M39 EMR Mastery 40,,,,,0,380
3449,FALSE,Weapon Attachments,M39 EMR Attachments,BAKER 3.00x,Scopes,,M39 EMR Mastery 5,,,,,0,380
3450,FALSE,Weapon Attachments,M39 EMR Attachments,Lightened Suppressor,Muzzles,,M39 EMR Mastery 6,,,,,0,380
3451,FALSE,Weapon Attachments,M39 EMR Attachments,15RND Fast Mag,Magazines,,M39 EMR Mastery 6,,,,,0,380
3452,FALSE,Weapon Attachments,M39 EMR Attachments,Standard Suppressor,Muzzles,,M39 EMR Mastery 7,,,,,0,380
3453,FALSE,Weapon Attachments,M39 EMR Attachments,Ribbed Vertical,Underbarrels,,M39 EMR Mastery 7,,,,,0,380
3454,FALSE,Weapon Attachments,M39 EMR Attachments,Mars-F LPVO,Scopes,,M39 EMR Mastery 8,,,,,0,380
3455,FALSE,Weapon Attachments,M39 EMR Attachments,Linear Comp,Muzzles,,M39 EMR Mastery 8,,,,,0,380
3456,FALSE,Weapon Attachments,M39 EMR Attachments,S-VPS 6.00x,Scopes,,M39 EMR Mastery 9,,,,,0,380
3457,FALSE,Weapon Attachments,M39 EMR Attachments,Canted Iron Sight,Optic Accessories,,M39 EMR Mastery 9,,,,,0,380
3458,FALSE,Weapon Packages,M39 EMR Packages,Factory,DMR,,Rank 4,,,,,0,1
3459,FALSE,Weapon Packages,M39 EMR Packages,Warfighter,DMR,,M39 EMR Mastery 10,,,,,0,1
3460,FALSE,Weapon Packages,M39 EMR Packages,Unstoppable Force,DMR,,M39 EMR Mastery 50,,,,,0,1
3461,FALSE,Weapon Packages,M39 EMR Packages,Site Exploitation,DMR,,Season 1 Battle Pass Rogue Operators Tier 13,,,x,,1,1
3462,FALSE,Weapon Packages,M39 EMR Packages,Cracked Lens,DMR,,Welcome to Season 1 Inbox gift for owning Battlefield 6,,,,,1,1
3463,FALSE,Weapon Attachments,M417 A2 Attachments,SU-230 LPVO,Scopes,,Challenge SEASON 1 HARDWARE 1,,,,,1,140
3464,FALSE,Weapon Attachments,M417 A2 Attachments,Iron Sights,Scopes,,Rank 32,,,,,0,140
3465,FALSE,Weapon Attachments,M417 A2 Attachments,SU-231 1.50x,Scopes,,Rank 32,,,,,0,140
3466,FALSE,Weapon Attachments,M417 A2 Attachments,Flash Hider,Muzzles,,Rank 32,,,,,0,140
3467,FALSE,Weapon Attachments,M417 A2 Attachments,"13"" Commando",Barrels,,Rank 32,,,,,0,140
3468,FALSE,Weapon Attachments,M417 A2 Attachments,Underslung Mount,Underbarrels,,Rank 32,,,,,0,140
3469,FALSE,Weapon Attachments,M417 A2 Attachments,20RND Magazine,Magazines,,Rank 32,,,,,0,140
3470,FALSE,Weapon Attachments,M417 A2 Attachments,FMJ,Ammunition,,Rank 32,,,,,0,140
3471,FALSE,Weapon Attachments,M417 A2 Attachments,BAKER 3.00x,Scopes,,M417 A2 Mastery 1,,,,,0,140
3472,FALSE,Weapon Attachments,M417 A2 Attachments,Linear Comp,Muzzles,,M417 A2 Mastery 1,,,,,0,140
3473,FALSE,Weapon Attachments,M417 A2 Attachments,Canted Iron Sights,Optic Accessories,,M417 A2 Mastery 10,,,,,0,140
3474,FALSE,Weapon Attachments,M417 A2 Attachments,LDS 4.50x,Scopes,,M417 A2 Mastery 11,,,,,0,140
3475,FALSE,Weapon Attachments,M417 A2 Attachments,5 MW Green,Top Accessories,,M417 A2 Mastery 11,,,,,0,140
3476,FALSE,Weapon Attachments,M417 A2 Attachments,PTT Grip Pod,Underbarrels,,M417 A2 Mastery 12,,,,,0,140
3477,FALSE,Weapon Attachments,M417 A2 Attachments,CCO 2.00x,Scopes,,M417 A2 Mastery 13,,,,,0,140
3478,FALSE,Weapon Attachments,M417 A2 Attachments,Match Trigger,Ergonomics,,M417 A2 Mastery 13,,,,,0,140
3479,FALSE,Weapon Attachments,M417 A2 Attachments,Compensated Brake,Muzzles,,M417 A2 Mastery 14,,,,,0,140
3480,FALSE,Weapon Attachments,M417 A2 Attachments,Classic Vertical,Underbarrels,,M417 A2 Mastery 14,,,,,0,140
3481,FALSE,Weapon Attachments,M417 A2 Attachments,CQ RDS 1.25x,Scopes,,M417 A2 Mastery 15,,,,,0,140
3482,FALSE,Weapon Attachments,M417 A2 Attachments,10RND Magazine,Magazines,,M417 A2 Mastery 15,,,,,0,140
3483,FALSE,Weapon Attachments,M417 A2 Attachments,Folding Stubby,Underbarrels,,M417 A2 Mastery 16,,,,,0,140
3484,FALSE,Weapon Attachments,M417 A2 Attachments,Polymer Case,Ammunition,,M417 A2 Mastery 16,,,,,0,140
3485,FALSE,Weapon Attachments,M417 A2 Attachments,Grim 1.50x,Scopes,,M417 A2 Mastery 17,,,,,0,140
3486,FALSE,Weapon Attachments,M417 A2 Attachments,6H64 Vertical,Underbarrels,,M417 A2 Mastery 18,,,,,0,140
3487,FALSE,Weapon Attachments,M417 A2 Attachments,OSA-7 1.00x,Scopes,,M417 A2 Mastery 19,,,,,0,140
3488,FALSE,Weapon Attachments,M417 A2 Attachments,50 MW Green,Top Accessories,,M417 A2 Mastery 19,,,,,0,140
3489,FALSE,Weapon Attachments,M417 A2 Attachments,Mini Flex 1.00x,Scopes,,M417 A2 Mastery 2,,,,,0,140
3490,FALSE,Weapon Attachments,M417 A2 Attachments,Folding Vertical,Underbarrels,,M417 A2 Mastery 2,,,,,0,140
3491,FALSE,Weapon Attachments,M417 A2 Attachments,Canted Reflex,Optic Accessories,,M417 A2 Mastery 20,,,,,0,140
3492,FALSE,Weapon Attachments,M417 A2 Attachments,Standard Suppressor,Muzzles,,M417 A2 Mastery 21,,,,,0,140
3493,FALSE,Weapon Attachments,M417 A2 Attachments,Adjustable Angled,Underbarrels,,M417 A2 Mastery 21,,,,,0,140
3494,FALSE,Weapon Attachments,M417 A2 Attachments,"12"" Assaulter",Barrels,,M417 A2 Mastery 22,,,,,0,140
3495,FALSE,Weapon Attachments,M417 A2 Attachments,A-P2 1.75x,Scopes,,M417 A2 Mastery 23,,,,,0,140
3496,FALSE,Weapon Attachments,M417 A2 Attachments,Slim Angled,Underbarrels,,M417 A2 Mastery 23,,,,,0,140
3497,FALSE,Weapon Attachments,M417 A2 Attachments,20RND Fast Mag,Magazines,,M417 A2 Mastery 24,,,,,0,140
3498,FALSE,Weapon Attachments,M417 A2 Attachments,Ribbed Stubby,Underbarrels,,M417 A2 Mastery 25,,,,,0,140
3499,FALSE,Weapon Attachments,M417 A2 Attachments,Hollow Point,Ammunition,,M417 A2 Mastery 25,,,,,0,140
3500,FALSE,Weapon Attachments,M417 A2 Attachments,ST Prisim 5.00x,Scopes,,M417 A2 Mastery 26,,,,,0,140
3501,FALSE,Weapon Attachments,M417 A2 Attachments,50 MW Blue,Top Accessories,,M417 A2 Mastery 26,,,,,0,140
3502,FALSE,Weapon Attachments,M417 A2 Attachments,NGFC LPVO,Scopes,,M417 A2 Mastery 27,,,,,0,140
3503,FALSE,Weapon Attachments,M417 A2 Attachments,Canted Stubby,Underbarrels,,M417 A2 Mastery 27,,,,,0,140
3504,FALSE,Weapon Attachments,M417 A2 Attachments,Long Suppressor,Muzzles,,M417 A2 Mastery 28,,,,,0,140
3505,FALSE,Weapon Attachments,M417 A2 Attachments,Full Angled,Underbarrels,,M417 A2 Mastery 29,,,,,0,140
3506,FALSE,Weapon Attachments,M417 A2 Attachments,25RND Magazine,Magazines,,M417 A2 Mastery 29,,,,,0,140
3507,FALSE,Weapon Attachments,M417 A2 Attachments,RO-M 1.75x,Scopes,,M417 A2 Mastery 3,,,,,0,140
3508,FALSE,Weapon Attachments,M417 A2 Attachments,Magwell Flare,Ergonomics,,M417 A2 Mastery 3,,,,,0,140
3509,FALSE,Weapon Attachments,M417 A2 Attachments,Piggyback Reflex,Optic Accessories,,M417 A2 Mastery 30,,,,,0,140
3510,FALSE,Weapon Attachments,M417 A2 Attachments,R-MR 1.00x,Scopes,,M417 A2 Mastery 31,,,,,0,140
3511,FALSE,Weapon Attachments,M417 A2 Attachments,QD Grip Pod,Underbarrels,,M417 A2 Mastery 31,,,,,0,140
3512,FALSE,Weapon Attachments,M417 A2 Attachments,SDO 3.50x,Scopes,,M417 A2 Mastery 32,,,,,0,140
3513,FALSE,Weapon Attachments,M417 A2 Attachments,Lightened Suppressor,Muzzles,,M417 A2 Mastery 32,,,,,0,140
3514,FALSE,Weapon Attachments,M417 A2 Attachments,1P87 1.50x,Scopes,,M417 A2 Mastery 33,,,,,0,140
3515,FALSE,Weapon Attachments,M417 A2 Attachments,120 MW Blue,Top Accessories,,M417 A2 Mastery 33,,,,,0,140
3516,FALSE,Weapon Attachments,M417 A2 Attachments,Classic Grip Pod,Underbarrels,,M417 A2 Mastery 34,,,,,0,140
3517,FALSE,Weapon Attachments,M417 A2 Attachments,Bipod,Underbarrels,,M417 A2 Mastery 34,,,,,0,140
3518,FALSE,Weapon Attachments,M417 A2 Attachments,R4T 2.00x,Scopes,,M417 A2 Mastery 35,,,,,0,140
3519,FALSE,Weapon Attachments,M417 A2 Attachments,Frangible,Ammunition,,M417 A2 Mastery 35,,,,,0,140
3520,FALSE,Weapon Attachments,M417 A2 Attachments,PAS-35 3.00x,Scopes,,M417 A2 Mastery 36,,,,,0,140
3521,FALSE,Weapon Attachments,M417 A2 Attachments,RO-S 1.25x,Scopes,,M417 A2 Mastery 37,,,,,0,140
3522,FALSE,Weapon Attachments,M417 A2 Attachments,Stippled Stubby,Underbarrels,,M417 A2 Mastery 37,,,,,0,140
3523,FALSE,Weapon Attachments,M417 A2 Attachments,CQB Suppressor,Muzzles,,M417 A2 Mastery 38,,,,,0,140
3524,FALSE,Weapon Attachments,M417 A2 Attachments,3VZR 1.75x,Scopes,,M417 A2 Mastery 39,,,,,0,140
3525,FALSE,Weapon Attachments,M417 A2 Attachments,Low-Profile Stubby,Underbarrels,,M417 A2 Mastery 39,,,,,0,140
3526,FALSE,Weapon Attachments,M417 A2 Attachments,5 MW Red,Top Accessories,,M417 A2 Mastery 4,,,,,0,140
3527,FALSE,Weapon Attachments,M417 A2 Attachments,SF-G2 5.00x,Scopes,,M417 A2 Mastery 40,,,,,0,140
3528,FALSE,Weapon Attachments,M417 A2 Attachments,PVQ-31 4.00x,Scopes,,M417 A2 Mastery 5,,,,,0,140
3529,FALSE,Weapon Attachments,M417 A2 Attachments,"16.5"" Rifle",Barrels,,M417 A2 Mastery 5,,,,,0,140
3530,FALSE,Weapon Attachments,M417 A2 Attachments,Double-Port Brake,Muzzles,,M417 A2 Mastery 6,,,,,0,140
3531,FALSE,Weapon Attachments,M417 A2 Attachments,Alloy Vertical,Underbarrels,,M417 A2 Mastery 6,,,,,0,140
3532,FALSE,Weapon Attachments,M417 A2 Attachments,ROX 1.50x,Scopes,,M417 A2 Mastery 7,,,,,0,140
3533,FALSE,Weapon Attachments,M417 A2 Attachments,Flashlight,Right Accessories,,M417 A2 Mastery 7,,,,,0,140
3534,FALSE,Weapon Attachments,M417 A2 Attachments,BF-2M 2.50x,Scopes,,M417 A2 Mastery 8,,,,,0,140
3535,FALSE,Weapon Attachments,M417 A2 Attachments,Ribbed Vertical,Underbarrels,,M417 A2 Mastery 8,,,,,0,140
3536,FALSE,Weapon Attachments,M417 A2 Attachments,2PRO 1.25x,Scopes,,M417 A2 Mastery 9,,,,,0,140
3537,FALSE,Weapon Attachments,M417 A2 Attachments,Tungsten Core,Ammunition,,M417 A2 Mastery 9,,,,,0,140
3538,FALSE,Weapon Packages,M417 A2 Packages,Factory,Carbine,,Rank 32,,,,,0,4
3539,FALSE,Weapon Packages,M417 A2 Packages,Warfighter,Carbine,,M417 A2 Mastery 10,,,,,0,4
3540,FALSE,Weapon Packages,M417 A2 Packages,Unstoppable Force,Carbine,,M417 A2 Mastery 50,,,,,0,4
3541,FALSE,Weapon Packages,M417 A2 Packages,Superheated,Carbine,,Season 1 Battle Pass Pacific Ghosts Tier 10,,,,,1,4
3542,FALSE,Weapon Attachments,M433 Attachments,SU-230 LPVO,Scopes,,Challenge SEASON 1 HARDWARE 1,,,,,1,10
3543,TRUE,Weapon Attachments,M433 Attachments,Iron Sights,Scopes,,Default,,,,,0,10
3544,TRUE,Weapon Attachments,M433 Attachments,SU-231 1.50x,Scopes,,Default,,,,,0,10
3545,TRUE,Weapon Attachments,M433 Attachments,Flash Hider,Muzzles,,Default,,,,,0,10
3546,TRUE,Weapon Attachments,M433 Attachments,"14.5"" Standard",Barrels,,Default,,,,,0,10
3547,TRUE,Weapon Attachments,M433 Attachments,Classic Vertical,Underbarrels,,Default,,,,,0,10
3548,TRUE,Weapon Attachments,M433 Attachments,Underslung Mount,Underbarrels,,Default,,,,,0,10
3549,TRUE,Weapon Attachments,M433 Attachments,30RND Magazine,Magazines,,Default,,,,,0,10
3550,TRUE,Weapon Attachments,M433 Attachments,FMJ,Ammunition,,Default,,,,,0,10
3551,FALSE,Weapon Attachments,M433 Attachments,2PRO 1.25x,Scopes,,M433 Mastery 1,,,,,0,10
3552,FALSE,Weapon Attachments,M433 Attachments,Folding Vertical,Underbarrels,,M433 Mastery 1,,,,,0,10
3553,FALSE,Weapon Attachments,M433 Attachments,SDO 3.50x,Scopes,,M433 Mastery 10,,,,,0,10
3554,FALSE,Weapon Attachments,M433 Attachments,CQ RDS 1.25x,Scopes,,M433 Mastery 11,,,,,0,10
3555,FALSE,Weapon Attachments,M433 Attachments,30RND Fast Mag,Magazines,,M433 Mastery 11,,,,,0,10
